SnapShotId,CommentType,CourseId,UserId,Skip,Size,SkipThread,SizeThread
108392,Course,11777,97647,3,2,0,6
16480,Course,2586,68790,1,10,1,5
93497,Course,10288,65446,2,6,0,7
103244,Course,11263,93193,2,6,0,5
23453,Course,3283,97423,2,8,1,7
85184,Course,9457,58767,1,5,0,5
30874,Course,4026,96334,0,7,0,3
88800,Course,9818,90235,2,6,0,6
74416,Course,8380,64370,2,10,0,2
25453,Course,3483,81555,2,9,0,10
45872,Course,5525,76860,0,9,0,9
72749,Course,8213,93332,3,7,0,6
49159,Course,5854,52259,1,7,1,3
87800,Course,9718,56981,1,6,0,9
103100,Course,11248,81747,3,4,0,5
56340,Course,6572,58922,3,5,0,6
42023,Course,5140,82400,3,2,0,3
90581,Course,9996,82007,3,7,0,6
45958,Course,5534,60076,3,3,1,6
59858,Course,6924,53563,0,3,0,2
40968,Course,5035,93448,3,10,0,3
43923,Course,5330,70939,0,2,0,5
23077,Course,3246,96702,1,7,0,3
98659,Course,10804,67515,3,10,0,4
99201,Course,10858,96223,2,10,0,3
21413,Course,3079,77243,3,9,0,5
62095,Course,7148,88177,3,7,0,3
92989,Course,10237,75951,3,9,1,8
80289,Course,8967,62909,0,6,0,6
66871,Course,7625,51694,0,10,0,9
40066,Course,4945,95490,1,9,0,6
31455,Course,4084,97550,3,9,0,6
26983,Course,3636,53181,1,2,0,8
97469,Course,10685,54470,1,8,1,3
68746,Course,7813,90111,1,5,1,6
73718,Course,8310,54704,1,7,0,6
43714,Course,5310,63840,2,9,0,6
92942,Course,10232,69071,2,3,0,8
84266,Course,9365,86704,1,4,0,7
92662,Course,10204,86885,1,10,0,8
5060,Course,1444,70876,0,7,0,3
26583,Course,3596,60833,2,10,0,6
53888,Course,6327,53991,2,8,1,4
12116,Course,2150,60329,1,3,0,10
85770,Course,9515,59558,1,4,0,7
55444,Course,6483,78009,0,2,0,7
64335,Course,7372,90555,2,3,0,10
101809,Course,11119,80364,2,6,0,2
8727,Course,1810,94854,0,2,0,10
39009,Course,4839,90482,1,5,0,3
50825,Course,6021,83262,2,6,0,7
75497,Course,8488,65195,0,10,1,4
86140,Course,9552,81837,0,4,0,10
8875,Course,1825,56385,3,10,0,10
41974,Course,5136,84215,1,4,0,9
35110,Course,4449,52339,3,8,0,7
70406,Course,7979,86758,3,6,0,9
63899,Course,7328,74582,3,7,0,4
67455,Course,7684,68711,2,3,0,2
87020,Course,9640,89076,3,8,0,7
49590,Course,5897,75946,2,5,0,7
73180,Course,8256,92883,1,5,0,5
16942,Course,2632,75137,0,8,0,9
29332,Course,3871,96449,2,7,1,8
97670,Course,10705,97810,3,10,1,9
28036,Course,3742,86804,0,4,0,3
11898,Course,2128,79165,1,8,0,6
105267,Course,11465,82293,3,10,0,5
14004,Course,2339,57631,2,3,0,6
67290,Course,7667,94847,0,5,0,10
43565,Course,5295,86738,0,9,0,4
76678,Course,8606,63694,1,6,0,9
15498,Course,2488,70237,0,6,1,10
77065,Course,8645,61505,2,3,0,9
14034,Course,2342,82165,1,3,0,6
50027,Course,5941,78393,0,3,0,6
81446,Course,9083,82586,3,8,0,7
62949,Course,7233,66480,2,8,0,6
103591,Course,11297,98300,3,6,0,3
97626,Course,10701,61175,0,10,0,10
32056,Course,4144,60884,0,2,0,2
63128,Course,7251,59580,3,2,0,8
100289,Course,10967,79560,3,10,0,7
93988,Course,10337,61668,2,10,0,4
9912,Course,1929,84650,0,8,0,7
3411,Course,1279,90953,0,8,0,10
79777,Course,8916,69339,3,5,0,9
84412,Course,9379,72493,3,3,0,8
73458,Course,8284,73836,2,9,0,6
86395,Course,9578,57460,2,5,0,7
103127,Course,11251,54529,2,4,0,7
58933,Course,6831,83524,1,5,0,6
72759,Course,8214,86521,1,5,0,8
97004,Course,10639,87909,3,5,0,7
92596,Course,10198,74673,0,3,1,6
62230,Course,7161,96338,1,3,0,7
25532,Course,3491,59335,1,8,0,7
95865,Course,10525,68489,2,2,0,9
10839,Course,2022,65167,3,9,1,5
29310,Course,3869,64581,2,7,0,6
104290,Course,11367,95621,3,7,0,7
104216,Course,11360,79729,3,5,0,5
95360,Course,10474,87965,3,2,0,2
45788,Course,5517,51438,0,10,0,5
8251,Course,1763,85154,2,10,0,5
45391,Course,5477,86088,1,7,0,6
53709,Course,6309,75516,1,4,0,10
92081,Course,10146,95145,3,6,0,8
59099,Course,6848,84934,2,4,0,2
21295,Course,3068,77045,1,5,0,9
98618,Course,10800,96578,2,2,1,5
54014,Course,6340,65793,3,8,0,7
1755,Course,1113,71032,3,3,0,7
43200,Course,5258,58211,0,5,0,9
51754,Course,6114,67038,2,5,0,7
54432,Course,6381,85158,3,4,0,2
30699,Course,4008,82368,0,2,0,7
17424,Course,2681,69545,2,6,0,9
77509,Course,8689,91851,2,8,0,10
42654,Course,5204,50583,2,6,0,9
50738,Course,6012,78608,3,10,0,2
46724,Course,5611,76114,3,8,0,7
62369,Course,7175,75230,1,2,0,3
98011,Course,10739,87509,2,7,0,6
33474,Course,4286,76214,2,6,0,6
47310,Course,5669,69824,3,5,0,8
34512,Course,4389,51439,0,6,1,2
109141,Course,11852,70845,1,2,0,8
25739,Course,3512,97448,1,4,0,5
108135,Course,11752,89796,2,4,1,5
22122,Course,3150,83241,1,9,0,7
9210,Course,1859,83036,1,5,0,6
58742,Course,6812,54710,0,2,0,5
2249,Course,1163,88021,3,7,0,10
50712,Course,6009,65266,0,3,0,10
83149,Course,9253,55704,1,4,0,3
106732,Course,11611,75326,1,3,0,9
48539,Course,5792,76910,3,7,0,9
38113,Course,4749,81162,2,8,0,3
33199,Course,4258,60528,1,10,0,2
26961,Course,3634,98233,3,4,0,8
27089,Course,3647,60919,3,9,0,4
23872,Course,3325,56722,3,6,0,4
106229,Course,11561,94943,0,8,0,3
76137,Course,8552,57903,3,2,0,6
60082,Course,6946,96483,3,2,0,5
62261,Course,7164,92626,3,4,0,2
35530,Course,4491,98480,0,8,0,6
74961,Course,8434,58095,3,2,0,3
88012,Course,9739,69393,3,4,0,2
24518,Course,3390,70531,3,10,0,6
95639,Course,10502,88430,0,8,0,5
65863,Course,7524,65326,0,3,0,8
101795,Course,11118,68396,1,3,0,8
84132,Course,9351,67549,3,9,0,7
37842,Course,4722,62399,0,9,0,3
14861,Course,2424,84920,3,3,0,5
2211,Course,1159,60911,2,5,0,5
32421,Course,4180,74215,1,9,0,10
10368,Course,1975,53846,0,10,0,5
38687,Course,4807,60810,1,9,0,10
69599,Course,7898,76083,2,8,1,8
95978,Course,10536,96394,0,6,0,7
50560,Course,5994,70568,1,5,1,4
76349,Course,8573,94950,1,2,0,3
92025,Course,10141,89443,2,4,1,6
96195,Course,10558,86727,2,9,0,6
5582,Course,1496,69103,2,3,0,9
26529,Course,3591,77985,1,2,0,8
53355,Course,6274,53617,1,7,0,9
101849,Course,11123,79923,3,4,1,3
80592,Course,8997,62354,1,5,0,2
76169,Course,8555,80136,2,10,0,7
17934,Course,2732,63469,2,10,0,9
96519,Course,10590,58314,3,7,0,6
41572,Course,5095,90750,1,2,0,9
21245,Course,3063,83285,3,2,0,6
75360,Course,8474,73534,3,10,0,9
56118,Course,6550,70008,3,10,0,8
80429,Course,8981,76081,1,7,0,2
39090,Course,4847,82564,1,10,0,5
36636,Course,4602,83838,3,4,0,7
46293,Course,5567,61718,2,2,1,5
77602,Course,8698,66609,1,9,1,6
62299,Course,7168,84453,1,7,0,4
17749,Course,2713,71718,1,5,0,4
64947,Course,7433,72295,2,2,0,5
11791,Course,2117,77642,1,6,0,7
105484,Course,11487,77903,2,6,0,2
108470,Course,11785,91680,3,2,0,3
34231,Course,4361,98132,0,4,0,8
14182,Course,2356,97056,1,9,0,2
16105,Course,2549,56840,2,2,0,4
109789,Course,11917,81675,2,10,1,6
47695,Course,5708,84658,2,6,0,9
12761,Course,2214,55212,1,4,1,10
61289,Course,7067,61378,1,3,0,7
88082,Course,9746,69538,2,3,0,10
23239,Course,3262,59220,3,8,0,5
39455,Course,4884,93093,1,8,0,5
101127,Course,11051,71703,2,2,0,6
22355,Course,3174,57298,3,4,1,7
32665,Course,4205,90413,2,6,0,5
89020,Course,9840,82561,0,6,0,6
70119,Course,7950,95050,1,7,0,2
106665,Course,11605,82129,0,9,0,9
37416,Course,4680,62577,3,3,0,2
83214,Course,9260,75260,3,3,0,9
4597,Course,1397,58455,3,10,0,9
52231,Course,6161,67069,1,7,0,9
41489,Course,5087,65575,2,4,0,6
52282,Course,6166,93236,3,9,0,8
71951,Course,8133,95128,0,8,0,10
85953,Course,9533,90351,2,2,0,2
10082,Course,1946,81184,2,10,0,2
61843,Course,7122,84963,2,9,0,10
99177,Course,10856,82357,2,6,0,4
60130,Course,6951,55083,3,10,0,5
66625,Course,7601,64785,0,4,0,4
35250,Course,4463,96123,2,6,0,8
68604,Course,7799,86778,0,6,0,6
96601,Course,10598,83174,1,4,0,2
55040,Course,6442,93110,3,3,0,9
30135,Course,3952,76864,0,4,0,3
50685,Course,6007,94538,1,8,0,8
82195,Course,9158,74038,3,8,0,10
37826,Course,4721,73627,2,8,0,3
32462,Course,4184,80356,3,9,0,6
40237,Course,4962,60437,0,8,0,5
104416,Course,11380,63455,2,10,0,6
6196,Course,1557,79442,2,3,0,7
20422,Course,2980,62832,0,3,0,7
88674,Course,9806,87775,1,4,1,5
72820,Course,8220,87978,0,6,0,8
108237,Course,11762,68576,2,8,0,2
60941,Course,7032,51997,2,4,0,5
83128,Course,9251,59020,1,9,0,9
62945,Course,7233,97640,3,3,0,3
72697,Course,8208,66937,0,7,0,8
18725,Course,2811,58834,1,9,0,3
104674,Course,11406,71775,3,6,0,8
40333,Course,4971,73299,0,3,0,5
28395,Course,3778,87579,1,6,0,6
97743,Course,10712,69587,2,3,0,10
64068,Course,7345,78656,3,2,0,9
70989,Course,8037,89717,2,8,1,6
65133,Course,7451,94226,3,7,0,2
91190,Course,10057,50830,2,2,1,2
66297,Course,7568,71625,0,7,0,6
5219,Course,1460,74617,3,4,0,7
102148,Course,11153,78814,1,10,0,6
101332,Course,11071,66565,0,4,0,4
74941,Course,8432,86939,2,4,0,2
6484,Course,1586,68150,1,7,0,10
30911,Course,4029,77644,2,6,0,4
22485,Course,3187,76945,3,8,0,8
70624,Course,8001,71131,3,4,0,6
93082,Course,10246,63246,3,9,0,9
62464,Course,7185,92898,1,5,0,10
85863,Course,9524,83382,0,10,1,6
15198,Course,2458,95686,2,9,0,4
6111,Course,1549,88085,0,7,0,3
9133,Course,1851,61399,2,6,0,2
56975,Course,6636,62262,2,7,0,7
56085,Course,6547,53972,1,6,0,10
56348,Course,6573,51191,2,3,0,9
38334,Course,4772,76266,1,2,0,2
90644,Course,10003,78582,1,10,0,7
60035,Course,6942,91218,0,8,0,7
21644,Course,3103,94213,2,6,0,5
89752,Course,9913,55845,0,3,0,7
6888,Course,1627,65088,1,5,0,10
43954,Course,5334,54668,2,4,0,3
40439,Course,4982,75069,0,7,0,2
10479,Course,1986,71259,1,2,0,7
85854,Course,9524,83692,3,2,0,8
29790,Course,3917,96583,3,7,0,7
70445,Course,7983,59969,1,9,0,6
94484,Course,10387,55604,3,7,0,2
38063,Course,4744,78061,3,10,0,7
30667,Course,4005,89832,3,2,0,7
29962,Course,3934,61585,2,5,0,6
54106,Course,6349,61730,2,4,0,10
19708,Course,2909,97489,2,7,0,5
107899,Course,11728,74724,0,4,0,7
99737,Course,10912,97829,0,6,0,7
98676,Course,10806,92353,2,7,0,10
48366,Course,5775,97252,0,6,0,3
18839,Course,2822,92405,1,3,0,5
39696,Course,4908,92607,2,4,0,6
38935,Course,4832,51680,3,2,0,2
93602,Course,10298,53438,0,9,0,9
37755,Course,4714,74187,3,4,0,2
21410,Course,3079,62445,3,7,0,8
29462,Course,3884,73098,2,10,0,9
106354,Course,11574,56470,3,9,0,3
51261,Course,6064,65024,1,5,0,9
7212,Course,1659,71995,2,3,0,6
20318,Course,2970,76454,2,7,0,6
71820,Course,8120,88669,2,8,0,5
39266,Course,4865,88377,2,6,0,3
91568,Course,10095,65830,1,8,0,7
76951,Course,8633,60905,2,8,0,10
2768,Course,1215,73832,3,10,0,9
88871,Course,9825,69801,2,5,0,10
38610,Course,4799,85155,3,9,0,4
78817,Course,8820,61031,1,7,0,5
83851,Course,9323,69298,1,7,0,10
80019,Course,8940,58085,2,2,0,5
25960,Course,3534,72417,3,10,0,8
50361,Course,5974,69973,2,3,0,4
105710,Course,11509,98457,2,7,0,6
78937,Course,8832,67152,3,9,0,9
48084,Course,5747,88135,0,3,0,8
31292,Course,4067,50777,2,5,0,10
50586,Course,5997,68631,1,5,0,5
59207,Course,6859,58722,1,4,0,5
40691,Course,5007,95981,3,8,0,5
40644,Course,5003,84369,1,9,0,5
82113,Course,9149,90950,3,6,0,2
1679,Course,1106,77386,1,6,0,10
86926,Course,9631,96027,1,4,0,5
20766,Course,3015,86885,1,10,0,9
38601,Course,4798,60000,2,9,0,9
105250,Course,11463,95002,3,4,0,7
34439,Course,4382,64051,3,9,0,4
63515,Course,7290,65557,0,7,0,2
66463,Course,7584,51705,0,5,0,8
37676,Course,4706,82054,1,6,0,2
94368,Course,10375,56329,0,10,0,2
2578,Course,1196,89723,2,2,0,5
51109,Course,6049,62486,0,9,0,9
61545,Course,7093,90383,2,3,0,8
44104,Course,5349,60933,2,7,0,9
50251,Course,5963,78412,1,7,0,6
16060,Course,2544,78808,0,6,0,8
47943,Course,5732,59632,3,8,0,5
85319,Course,9470,50974,3,9,0,9
7546,Course,1692,59029,1,10,0,7
42416,Course,5180,66741,1,2,0,7
77017,Course,8640,67477,1,3,0,8
42581,Course,5196,70134,2,9,1,7
24178,Course,3356,54894,1,2,0,5
65794,Course,7518,94644,0,2,0,4
50564,Course,5995,57289,1,6,0,10
55424,Course,6481,66575,0,2,0,4
17356,Course,2674,83876,3,4,0,6
109970,Course,11935,83859,3,6,0,4
89927,Course,9931,80771,3,8,0,9
35052,Course,4443,63194,0,7,0,9
8283,Course,1766,59022,0,3,0,9
55849,Course,6523,73761,1,3,0,3
8966,Course,1834,90437,3,8,0,2
99003,Course,10838,57689,0,3,0,6
59134,Course,6852,59600,2,9,0,4
31185,Course,4057,65603,2,6,0,3
59785,Course,6917,69330,2,9,0,4
79806,Course,8919,84625,1,6,0,7
95059,Course,10444,87356,2,9,0,2
108149,Course,11753,64992,3,9,1,3
64707,Course,7409,58742,2,5,0,5
16003,Course,2538,50739,1,3,0,10
43904,Course,5329,61888,1,2,0,6
51195,Course,6058,95254,1,10,0,9
29983,Course,3936,64586,0,4,0,5
33890,Course,4327,65948,2,3,0,9
44342,Course,5372,71089,3,6,0,4
69736,Course,7912,79477,1,7,0,2
74850,Course,8423,63192,2,7,0,3
12281,Course,2166,55331,0,8,0,7
71259,Course,8064,85402,1,7,0,10
43011,Course,5239,84040,1,8,0,10
14779,Course,2416,84886,3,3,0,5
24298,Course,3368,59560,1,4,0,4
99936,Course,10932,57709,0,7,0,6
12876,Course,2226,52426,0,2,0,8
22500,Course,3188,70587,3,4,0,5
28476,Course,3786,52310,3,6,0,8
100825,Course,11021,59485,1,7,0,6
39399,Course,4878,68128,0,2,0,9
18034,Course,2742,60832,2,9,0,8
87815,Course,9720,73136,1,7,0,9
90727,Course,10011,98039,3,5,0,6
89608,Course,9899,90237,2,2,0,6
71108,Course,8049,97423,3,7,0,3
98931,Course,10831,68998,2,9,0,2
7473,Course,1685,97820,0,2,0,8
24736,Course,3412,50557,1,9,0,9
15903,Course,2528,79878,1,7,1,5
27509,Course,3689,83372,0,8,0,9
107362,Course,11674,86499,3,8,0,6
37467,Course,4685,63396,0,3,0,6
89850,Course,9923,65441,2,6,0,7
17203,Course,2658,85861,0,7,0,6
62133,Course,7151,93832,0,9,0,9
77307,Course,8669,62325,0,7,1,7
16320,Course,2570,69905,1,2,0,8
28032,Course,3741,92925,1,6,0,10
87910,Course,9729,86311,0,2,0,7
102384,Course,11177,61613,1,9,0,7
85105,Course,9449,52054,1,6,0,2
71181,Course,8056,96161,0,8,0,5
60507,Course,6989,96416,3,10,0,8
58392,Course,6777,71822,0,7,0,9
100960,Course,11034,56887,1,4,0,7
27371,Course,3675,52164,3,4,0,2
108115,Course,11750,52740,2,9,0,5
91378,Course,10076,60778,3,3,0,2
53548,Course,6293,69117,1,10,1,9
25544,Course,3493,96745,1,2,0,8
109243,Course,11862,81020,3,3,0,2
68876,Course,7826,52022,3,2,0,3
81134,Course,9052,93665,0,6,1,10
61078,Course,7046,61449,1,4,0,4
101313,Course,11069,85898,1,8,0,10
39970,Course,4935,59698,3,2,0,9
31078,Course,4046,84232,2,7,1,7
74476,Course,8386,90075,3,10,0,8
12723,Course,2210,83994,3,7,0,5
41110,Course,5049,82495,0,6,0,8
11601,Course,2098,94846,3,9,0,6
100910,Course,11029,56263,0,9,0,10
53320,Course,6270,83619,1,3,0,7
12837,Course,2222,62666,1,10,0,3
94080,Course,10346,62562,3,2,0,4
53136,Course,6252,62983,1,8,1,9
30034,Course,3942,72393,1,8,0,5
8201,Course,1758,50415,3,9,1,3
35419,Course,4480,89678,3,3,0,3
7539,Course,1692,72076,3,2,0,9
36883,Course,4626,61347,3,3,0,2
93568,Course,10295,81797,0,10,1,10
7624,Course,1700,78156,0,4,0,9
61981,Course,7136,68793,1,4,0,6
74065,Course,8345,73597,1,2,0,5
61889,Course,7127,70148,1,2,0,10
101673,Course,11105,68214,3,6,0,8
35331,Course,4471,53144,2,3,0,10
95354,Course,10474,82179,3,5,1,4
52108,Course,6149,62589,1,5,0,9
14986,Course,2437,81887,2,7,0,4
19263,Course,2864,76722,3,6,0,6
57769,Course,6715,68576,1,4,0,7
49153,Course,5853,73990,3,2,0,9
70861,Course,8024,63828,0,8,1,5
72171,Course,8155,59169,3,3,0,8
18991,Course,2837,60815,2,4,1,6
55518,Course,6490,98446,1,10,0,7
61953,Course,7133,88779,0,4,0,7
34508,Course,4389,89195,2,7,0,7
96261,Course,10564,94694,2,7,0,8
99465,Course,10885,53032,2,9,0,7
19457,Course,2884,74704,2,9,0,8
33059,Course,4244,65412,0,8,0,2
74293,Course,8367,92994,3,5,0,8
85148,Course,9453,83534,3,9,0,6
95035,Course,10442,62850,3,6,0,10
66034,Course,7542,71127,2,6,0,6
27967,Course,3735,61072,3,4,0,9
47706,Course,5709,68944,2,5,0,2
34128,Course,4351,88613,0,2,0,7
78964,Course,8835,98009,0,5,0,8
10833,Course,2021,65749,1,8,0,6
10154,Course,1954,52577,1,4,0,4
58037,Course,6742,74827,2,5,1,7
49057,Course,5844,69194,2,5,0,2
92244,Course,10163,50421,3,10,0,7
4679,Course,1406,81894,2,10,0,8
97916,Course,10730,54137,0,9,0,10
68593,Course,7797,87699,2,3,0,8
16608,Course,2599,94553,3,2,0,8
48028,Course,5741,63004,0,5,0,4
104200,Course,11358,84355,1,4,0,2
11175,Course,2056,66470,2,4,0,7
43407,Course,5279,89711,1,8,0,6
58430,Course,6781,65995,0,6,0,6
54980,Course,6436,77088,0,4,0,4
93433,Course,10281,75166,3,2,0,3
93846,Course,10323,63274,2,10,1,8
48051,Course,5743,69009,3,2,0,3
74002,Course,8338,55120,1,4,0,4
29166,Course,3855,84162,0,10,1,10
76587,Course,8597,60313,2,8,0,3
61053,Course,7043,75635,3,9,0,2
73226,Course,8261,77783,1,8,0,10
108542,Course,11792,87006,0,8,0,4
46087,Course,5547,71699,1,4,0,8
19563,Course,2894,52851,0,8,0,10
37788,Course,4717,63065,0,7,0,2
29193,Course,3857,85658,2,6,0,2
99909,Course,10929,96012,0,2,0,8
87573,Course,9695,93212,1,8,0,8
95906,Course,10529,77440,1,9,0,2
80170,Course,8955,83147,1,10,0,2
4778,Course,1416,56571,2,6,0,3
32063,Course,4144,65532,1,6,0,10
14623,Course,2400,52559,3,7,0,6
107051,Course,11643,79352,3,7,0,5
70257,Course,7964,88638,1,5,0,6
25711,Course,3509,71887,3,3,0,8
109962,Course,11934,86496,0,10,0,10
101900,Course,11128,94972,0,10,0,10
30223,Course,3960,62754,3,8,1,3
64128,Course,7351,66119,1,7,0,7
42484,Course,5187,65124,0,3,0,5
30869,Course,4025,84476,3,9,0,2
42381,Course,5176,55157,2,10,0,4
80424,Course,8981,91962,3,10,0,3
6781,Course,1616,55800,1,6,1,6
44816,Course,5420,81352,0,10,0,6
45111,Course,5449,62538,0,9,0,9
9538,Course,1892,79515,1,2,0,8
99684,Course,10907,87354,1,9,0,7
18693,Course,2807,94067,3,9,0,8
40869,Course,5025,62626,2,10,0,5
40250,Course,4963,84189,1,5,0,6
10104,Course,1949,84139,1,6,0,4
17889,Course,2727,78997,0,5,0,8
23922,Course,3330,87244,0,9,1,3
90026,Course,9941,54430,2,3,0,8
99677,Course,10906,67245,0,3,0,5
30421,Course,3980,81183,1,4,0,2
107792,Course,11717,57484,2,4,0,10
6661,Course,1604,62238,0,4,0,7
65411,Course,7479,64440,2,10,0,9
68416,Course,7780,63053,1,10,0,6
11946,Course,2133,74816,2,4,0,2
80031,Course,8941,80900,0,9,0,9
59575,Course,6896,95389,2,6,0,7
100908,Course,11029,76443,2,10,0,7
75463,Course,8484,63976,0,8,1,3
59465,Course,6885,92704,3,3,0,4
80766,Course,9015,79896,0,6,0,4
27699,Course,3708,95621,3,5,0,5
72866,Course,8225,75739,3,7,0,2
74032,Course,8341,83779,0,6,0,6
71334,Course,8072,91525,3,8,0,4
51219,Course,6060,60328,1,4,0,9
35176,Course,4456,77088,3,7,0,7
47237,Course,5662,53001,0,5,0,6
7916,Course,1729,97816,3,4,0,6
75040,Course,8442,76407,3,3,0,10
71803,Course,8118,52609,3,5,1,7
63398,Course,7278,79610,2,5,0,4
22099,Course,3148,67841,1,3,0,8
107142,Course,11652,95691,1,10,0,10
99347,Course,10873,82926,3,8,0,6
18276,Course,2766,78054,0,2,0,4
83516,Course,9290,53556,2,10,0,3
48646,Course,5803,76633,0,6,0,8
55671,Course,6505,64178,3,8,0,8
87123,Course,9650,65668,3,2,1,9
57472,Course,6685,92090,2,2,0,9
104878,Course,11426,62074,1,9,0,7
76066,Course,8545,94056,3,9,1,2
35897,Course,4528,84069,3,5,0,5
29527,Course,3891,78222,0,3,0,6
94404,Course,10379,59980,2,3,0,6
969,Course,1035,85192,2,6,0,8
107483,Course,11686,75235,1,6,0,9
97677,Course,10706,96252,0,9,0,6
34453,Course,4383,71614,0,4,0,8
25018,Course,3440,91672,3,2,0,2
109035,Course,11842,67016,1,8,1,4
72028,Course,8141,89542,3,4,0,6
99099,Course,10848,71243,3,4,0,4
93028,Course,10241,96467,1,9,0,7
28111,Course,3749,92981,3,8,1,5
41742,Course,5112,66182,2,7,0,9
14672,Course,2405,92191,0,3,0,5
105564,Course,11495,75865,2,9,0,9
41553,Course,5093,91643,0,2,0,6
15949,Course,2533,53417,2,5,0,6
17911,Course,2729,57774,1,10,0,4
4816,Course,1419,93978,0,2,0,3
77171,Course,8655,57673,2,4,0,6
62542,Course,7192,83246,1,5,0,5
20779,Course,3016,51154,0,6,0,7
63082,Course,7246,83252,0,7,0,6
97501,Course,10688,95114,3,5,0,6
55842,Course,6522,70171,0,6,0,3
47353,Course,5673,51620,2,4,0,5
33605,Course,4299,65484,2,9,0,7
94659,Course,10404,91621,0,2,0,10
39073,Course,4845,52372,0,10,0,10
100190,Course,10957,52668,0,8,0,3
100920,Course,11030,52640,0,6,0,2
68835,Course,7822,87398,1,7,0,4
97979,Course,10736,63507,1,6,0,4
26976,Course,3636,81591,1,2,0,6
61992,Course,7137,77424,3,10,0,4
97225,Course,10661,74591,2,7,0,2
10805,Course,2019,66428,3,3,0,3
87640,Course,9702,82949,1,2,0,6
45537,Course,5492,65661,3,2,0,4
32366,Course,4175,75580,0,7,0,2
107260,Course,11664,93281,0,5,0,10
90168,Course,9955,68446,1,6,0,3
59247,Course,6863,64388,1,3,0,6
26765,Course,3615,70032,2,7,0,3
8754,Course,1813,61199,2,3,0,6
77959,Course,8734,56485,1,8,0,9
106482,Course,11586,77253,3,4,0,3
105632,Course,11501,78046,3,2,0,6
36771,Course,4615,60365,3,8,0,9
44984,Course,5437,76030,1,8,0,3
94719,Course,10410,92880,2,3,0,7
100749,Course,11013,72379,2,9,0,6
86999,Course,9638,66593,0,4,0,6
52759,Course,6214,85535,2,3,0,2
90965,Course,10035,80223,0,9,0,5
53375,Course,6276,89312,0,8,0,10
23798,Course,3318,58683,3,10,0,9
62215,Course,7160,67838,1,9,0,6
85892,Course,9527,54091,1,6,0,4
67369,Course,7675,84647,2,7,1,6
63861,Course,7324,61776,3,3,0,6
21778,Course,3116,95393,1,10,1,3
78868,Course,8825,63261,0,6,0,8
58219,Course,6760,64562,3,10,0,5
80017,Course,8940,95696,3,5,0,4
86828,Course,9621,98134,1,9,0,5
54130,Course,6351,84947,1,9,0,7
7028,Course,1641,60584,0,10,0,4
16321,Course,2570,62226,3,10,1,8
54582,Course,6396,69849,2,10,0,4
60990,Course,7037,69912,2,5,0,3
70250,Course,7963,77021,1,8,1,10
50170,Course,5955,53407,2,5,0,10
82699,Course,9208,84773,0,9,1,5
52106,Course,6149,92192,0,6,0,5
24018,Course,3340,97136,3,8,0,7
54701,Course,6408,76553,1,7,0,2
108461,Course,11784,95441,2,7,0,8
32416,Course,4180,71219,3,3,0,2
90852,Course,10023,53524,2,3,0,8
28938,Course,3832,51998,2,5,0,6
30820,Course,4020,86966,3,9,0,7
74040,Course,8342,88466,3,3,0,2
98517,Course,10790,83580,1,7,0,7
5853,Course,1523,78043,1,2,0,6
94252,Course,10363,51269,3,4,1,3
105617,Course,11500,71802,1,2,0,7
32149,Course,4153,96958,0,5,0,7
6505,Course,1588,95667,1,4,0,6
44085,Course,5347,64633,1,8,0,4
25299,Course,3468,85016,1,6,0,3
41161,Course,5054,70949,0,5,0,3
63608,Course,7299,57890,3,7,1,3
42466,Course,5185,89134,0,10,0,5
4119,Course,1350,87289,1,5,0,5
66257,Course,7564,56510,1,5,1,7
102834,Course,11222,98150,0,9,0,3
80459,Course,8984,51322,1,8,0,10
41628,Course,5101,86326,1,3,0,9
74271,Course,8365,79370,3,4,0,2
5023,Course,1440,69011,3,4,0,2
43339,Course,5272,57677,0,9,0,3
6478,Course,1586,84472,2,7,0,7
12978,Course,2236,89420,1,8,0,2
95679,Course,10506,59934,2,3,0,4
51423,Course,6080,56752,0,10,0,10
84683,Course,9406,95775,1,4,0,4
18946,Course,2833,96778,3,7,0,10
4820,Course,1420,77059,2,8,0,3
105396,Course,11478,90959,0,2,1,7
86749,Course,9613,64691,3,10,0,7
11555,Course,2094,68056,3,3,0,3
22561,Course,3194,94744,1,8,0,10
5296,Course,1467,93383,2,5,0,2
53671,Course,6305,81416,3,3,0,3
101370,Course,11075,62457,2,7,0,8
29574,Course,3896,57034,2,3,0,2
71818,Course,8120,87873,0,4,0,6
86314,Course,9570,95278,1,7,1,10
93352,Course,10273,72312,2,5,0,9
106737,Course,11612,82683,1,4,0,2
13917,Course,2330,65661,1,7,0,6
76783,Course,8616,82191,0,7,0,7
41800,Course,5118,92997,2,8,0,3
46453,Course,5583,73812,3,5,0,4
79985,Course,8937,57359,1,4,0,7
62485,Course,7187,53735,0,3,1,9
97139,Course,10652,76859,1,7,0,6
74612,Course,8399,82205,0,5,0,4
9428,Course,1881,74649,0,6,0,8
79992,Course,8937,81217,3,5,1,8
62646,Course,7203,95250,2,3,0,3
32644,Course,4203,98445,0,10,0,8
9992,Course,1937,71315,0,9,0,2
648,Course,1003,52169,1,6,0,8
11650,Course,2103,83386,1,9,0,8
44099,Course,5348,66758,1,3,0,5
75253,Course,8463,61045,0,8,0,9
1608,Course,1099,65374,0,5,0,8
32180,Course,4156,96813,1,9,0,8
86009,Course,9539,51453,2,6,1,4
50255,Course,5964,67904,1,5,0,5
